,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
22,S0205/0023,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
23,S0205/0024,F,22,III,CIV - 'D' HIST - 'D' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
24,S0205/0025,F,22,III,CIV - 'D' HIST - 'C' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
25,S0205/0026,F,18,II,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
26,S0205/0027,F,12,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0205,KIBOSHO GIRLS,KILIMANJARO
27,S0205/0028,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
28,S0205/0029,F,16,I,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'A' LIT ENG - 'B' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
29,S0205/0030,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' FREN - 'C' BIO - 'B' B/MATH - 'B' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
30,S0205/0031,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
31,S0205/0032,F,15,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' LIT ENG - 'C' BIO - 'A' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
32,S0205/0033,F,22,III,CIV - 'D' HIST - 'D' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
33,S0205/0034,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
34,S0205/0035,F,13,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
35,S0205/0036,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' LIT ENG - 'C' BIO - 'B' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
36,S0205/0037,F,12,I,CIV - 'C' HIST - 'A' GEO - 'C' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
37,S0205/0038,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'B' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
38,S0205/0039,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' BIO - 'B' COMP STUD - 'C' B/MATH - 'C' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
39,S0205/0040,F,11,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'A' FREN - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0205,KIBOSHO GIRLS,KILIMANJARO
40,S0205/0041,F,13,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
41,S0205/0042,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'B' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
42,S0205/0043,F,21,II,CIV - 'C' HIST - 'D' GEO - 'C' B/KNOWL - 'D' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
43,S0205/0044,F,18,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'B' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
44,S0205/0045,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' BIO - 'B' COMP STUD - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
45,S0205/0046,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
46,S0205/0047,F,20,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'D' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
47,S0205/0048,F,21,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
48,S0205/0049,F,23,III,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
49,S0205/0050,F,11,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'A' LIT ENG - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
50,S0205/0051,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
51,S0205/0052,F,20,II,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'B' ENGL - 'C' FREN - 'D' BIO - 'C' B/MATH - 'C' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
52,S0205/0053,F,23,III,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
53,S0205/0054,F,13,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' FREN - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
54,S0205/0055,F,24,III,CIV - 'D' HIST - 'D' GEO - 'D' B/KNOWL - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
55,S0205/0056,F,24,III,CIV - 'D' HIST - 'D' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'D' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
56,S0205/0057,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'A' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
57,S0205/0058,F,23,III,CIV - 'D' HIST - 'C' GEO - 'D' B/KNOWL - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
58,S0205/0059,F,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
59,S0205/0060,F,11,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'A' FREN - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0205,KIBOSHO GIRLS,KILIMANJARO
60,S0205/0061,F,26,IV,CIV - 'D' HIST - 'F' GEO - 'D' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
61,S0205/0062,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
62,S0205/0063,F,19,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
63,S0205/0064,F,23,III,CIV - 'D' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'B' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
64,S0205/0065,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
65,S0205/0066,F,20,II,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
66,S0205/0067,F,21,II,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'B' BIO - 'C' COMP STUD - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
67,S0205/0068,F,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' COMP STUD - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
68,S0205/0069,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
69,S0205/0070,F,17,I,CIV - 'C' HIST - 'C' GEO - 'D' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
70,S0205/0071,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
71,S0205/0072,F,12,I,CIV - 'C' HIST - 'C' GEO - 'B' KISW - 'B' ENGL - 'A' FREN - 'C' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
72,S0205/0073,F,20,II,CIV - 'C' HIST - 'D' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'B' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
73,S0205/0074,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'C' COMP STUD - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
74,S0205/0075,F,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' LIT ENG - 'C' BIO - 'A' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
75,S0205/0076,F,17,I,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'A' ENGL - 'B' FREN - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
76,S0205/0077,F,15,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'A' ENGL - 'B' BIO - 'A' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
77,S0205/0078,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
78,S0205/0079,F,15,I,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'B' ENGL - 'A' LIT ENG - 'A' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
79,S0205/0080,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
80,S0205/0081,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'A' LIT ENG - 'C' BIO - 'B' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
81,S0205/0082,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' FREN - 'D' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
82,S0205/0083,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' COMP STUD - 'B' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
83,S0205/0084,F,19,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'A' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
84,S0205/0085,F,18,II,CIV - 'D' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
85,S0205/0086,F,22,III,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'F' COMM - 'D' B/KEEPING - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
86,S0205/0087,F,19,II,CIV - 'D' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
87,S0205/0088,F,21,II,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' COMP STUD - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
88,S0205/0089,F,21,II,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' COMP STUD - 'D' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
89,S0205/0090,F,15,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
90,S0205/0091,F,23,III,CIV - 'D' HIST - 'C' GEO - 'D' B/KNOWL - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
91,S0205/0092,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' FREN - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
92,S0205/0093,F,17,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'B' B/MATH - 'D' COMM - 'C' B/KEEPING - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
93,S0205/0094,F,19,II,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'A' FREN - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
94,S0205/0095,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' FREN - 'C' BIO - 'B' B/MATH - 'C' COMM - 'C' B/KEEPING - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
95,S0205/0096,F,14,I,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
96,S0205/0097,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
97,S0205/0098,F,15,I,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'B' LIT ENG - 'B' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
98,S0205/0099,F,20,II,CIV - 'C' HIST - 'C' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'B' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
99,S0205/0100,F,26,IV,CIV - 'D' HIST - 'F' GEO - 'F' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'D' B/MATH - 'F',S0205,KIBOSHO GIRLS,KILIMANJARO
100,S0205/0101,F,10,I,CIV - 'C' HIST - 'A' GEO - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
101,S0205/0102,F,14,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
102,S0205/0103,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' BIO - 'B' B/MATH - 'F' COMM - 'C' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
103,S0205/0104,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
104,S0205/0105,F,18,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
105,S0205/0106,F,14,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' BIO - 'A' COMP STUD - 'B' B/MATH - 'C' COMM - 'B' B/KEEPING - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
106,S0205/0107,F,12,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'B' LIT ENG - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0205,KIBOSHO GIRLS,KILIMANJARO
107,S0205/0108,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'A' COMP STUD - 'C' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
108,S0205/0109,F,19,II,CIV - 'D' HIST - 'C' GEO - 'D' B/KNOWL - 'C' KISW - 'B' ENGL - 'B' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0205,KIBOSHO GIRLS,KILIMANJARO
109,S0205/0110,F,14,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0205,KIBOSHO GIRLS,KILIMANJARO
110,S0205/0111,F,13,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' FREN - 'C' BIO - 'A' B/MATH - 'A' COMM - 'C' B/KEEPING - 'B',S0205,KIBOSHO GIRLS,KILIMANJARO
