,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
21,S0237/0022,F,22,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
22,S0237/0023,F,17,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
23,S0237/0024,F,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
24,S0237/0025,F,24,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
25,S0237/0026,F,21,II,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
26,S0237/0027,F,23,III,CIV - 'D' HIST - 'F' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
27,S0237/0028,F,21,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'D' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
28,S0237/0029,F,22,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
29,S0237/0030,F,22,III,CIV - 'D' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
30,S0237/0031,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' PHY - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
31,S0237/0032,F,21,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
32,S0237/0033,F,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'D' FOOD - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
33,S0237/0034,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
34,S0237/0035,F,22,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
35,S0237/0036,F,16,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
36,S0237/0037,F,21,II,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
37,S0237/0038,F,25,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' PHY - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
38,S0237/0039,F,22,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F' FOOD - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
39,S0237/0040,F,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
40,S0237/0041,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'D' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
41,S0237/0042,F,22,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' PHY - 'C' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
42,S0237/0043,F,23,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
43,S0237/0044,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
44,S0237/0045,F,22,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
45,S0237/0046,F,21,II,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
46,S0237/0047,F,24,III,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
47,S0237/0048,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
48,S0237/0049,F,23,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
49,S0237/0050,F,20,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'D' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
50,S0237/0051,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'B',S0237,ST. AGNES CHIPOLE,RUVUMA
51,S0237/0052,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'D' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
52,S0237/0053,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
53,S0237/0054,F,25,III,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0237,ST. AGNES CHIPOLE,RUVUMA
54,S0237/0055,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
55,S0237/0056,F,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'D' FOOD - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
56,S0237/0057,F,22,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
57,S0237/0058,F,21,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0237,ST. AGNES CHIPOLE,RUVUMA
58,S0237/0059,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
59,S0237/0060,F,23,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F' FOOD - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
60,S0237/0061,F,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'D' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
61,S0237/0062,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'B' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0237,ST. AGNES CHIPOLE,RUVUMA
0,S0239/0001,F,8,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
1,S0239/0002,F,11,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' BIO - 'A' B/MATH - 'B',S0239,ST. FRANCIS GIRLS,MBEYA
2,S0239/0003,F,8,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
3,S0239/0004,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
4,S0239/0005,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
5,S0239/0006,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
6,S0239/0007,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
7,S0239/0008,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
8,S0239/0009,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
9,S0239/0010,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
10,S0239/0011,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
11,S0239/0012,F,8,I,CIV - 'B' HIST - 'A' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
12,S0239/0013,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
13,S0239/0014,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
14,S0239/0015,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
15,S0239/0016,F,9,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
16,S0239/0017,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
17,S0239/0018,F,8,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
18,S0239/0019,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
19,S0239/0020,F,8,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
20,S0239/0021,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
21,S0239/0022,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
22,S0239/0023,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
23,S0239/0024,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
24,S0239/0025,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
25,S0239/0026,F,8,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
26,S0239/0027,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
27,S0239/0028,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
28,S0239/0029,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
29,S0239/0030,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
30,S0239/0031,F,10,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'C' KISW - 'B' ENGL - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
31,S0239/0032,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
32,S0239/0033,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
33,S0239/0034,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
34,S0239/0035,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
35,S0239/0036,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
36,S0239/0037,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
37,S0239/0038,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
38,S0239/0039,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
39,S0239/0040,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
40,S0239/0041,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
41,S0239/0042,F,9,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
42,S0239/0043,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
43,S0239/0044,F,7,I,CIV - 'A' HIST - 'B' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
44,S0239/0045,F,7,I,CIV - 'A' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
45,S0239/0046,F,9,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
46,S0239/0047,F,7,I,CIV - 'A' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
47,S0239/0048,F,8,I,CIV - 'B' HIST - 'B' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0239,ST. FRANCIS GIRLS,MBEYA
