,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
15,S0181/0017,F,28,IV,CIV - 'D' HIST - 'F' GEO - 'D' KISW - 'C' ENGL - 'D' CHEM - 'F' BIO - 'C' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
16,S0181/0018,F,7,I,CIV - 'B' HIST - 'A' GEO - 'A' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
17,S0181/0019,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
18,S0181/0020,M,11,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
19,S0181/0021,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
20,S0181/0022,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' PHY - 'F' BIO - 'B' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
21,S0181/0023,M,24,III,CIV - 'C' HIST - 'D' GEO - 'C' B/KNOWL - 'D' KISW - 'D' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
22,S0181/0024,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'F' CHEM - 'X' BIO - 'C' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
23,S0181/0025,M,28,IV,CIV - 'D' HIST - 'D' GEO - 'F' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'F' COMM - 'F' B/KEEPING - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
24,S0181/0026,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
25,S0181/0027,M,18,II,CIV - 'C' HIST - 'C' GEO - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
26,S0181/0028,M,27,IV,CIV - 'D' HIST - 'F' GEO - 'D' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F' COMM - 'F' B/KEEPING - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
27,S0181/0029,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
28,S0181/0030,M,25,III,CIV - 'C' HIST - 'C' GEO - 'D' B/KNOWL - 'D' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
29,S0181/0031,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
30,S0181/0032,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
31,S0181/0033,M,20,II,CIV - 'C' HIST - 'C' GEO - 'D' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
32,S0181/0034,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
33,S0181/0035,M,23,III,CIV - 'C' HIST - 'D' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'D' BIO - 'C' B/MATH - 'F' COMM - 'F' B/KEEPING - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
34,S0181/0036,M,17,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'C' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
35,S0181/0037,M,10,I,CIV - 'B' HIST - 'B' GEO - 'A' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
36,S0181/0038,M,15,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'A' BIO - 'B' B/MATH - 'B',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
37,S0181/0039,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'C' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'B' B/MATH - 'A',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
38,S0181/0040,M,24,III,CIV - 'C' HIST - 'C' GEO - 'D' B/KNOWL - 'D' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F' COMM - 'D' B/KEEPING - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
39,S0181/0041,M,24,III,CIV - 'C' HIST - 'D' GEO - 'D' B/KNOWL - 'C' KISW - 'D' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'D' B/MATH - 'F',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
40,S0181/0042,M,14,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'C' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
41,S0181/0043,F,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,PWANI
0,S0182/0001,M,33,IV,CIV - 'F' HIST - 'F' GEO - 'F' E/D/KIISLAMU - 'D' KISW - 'F' ENGL - 'D' BIO - 'F' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
1,S0182/0002,M,28,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'F' KISW - 'D' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
2,S0182/0003,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
3,S0182/0004,M,23,III,CIV - 'D' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
4,S0182/0005,M,26,IV,CIV - 'D' HIST - 'C' GEO - 'D' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
5,S0182/0006,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'B' BIO - 'C' B/MATH - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
6,S0182/0007,M,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
7,S0182/0008,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
8,S0182/0009,M,27,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'D' KISW - 'D' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
9,S0182/0010,M,25,III,CIV - 'D' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'D' KISW - 'D' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
10,S0182/0011,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'C',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
11,S0182/0013,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'B' ENGL - 'B' BIO - 'B' B/MATH - 'C' COMM - 'B' B/KEEPING - 'C',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
12,S0182/0014,M,29,IV,CIV - 'F' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'D' KISW - 'D' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
13,S0182/0015,M,23,III,CIV - 'C' HIST - 'D' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
14,S0182/0016,M,23,III,CIV - 'C' HIST - 'D' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'D' BIO - 'C' B/MATH - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
15,S0182/0017,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
16,S0182/0018,M,19,II,CIV - 'B' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
17,S0182/0019,M,27,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'F' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
18,S0182/0020,M,29,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'D' KISW - 'F' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
19,S0182/0021,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
20,S0182/0022,M,23,III,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'C' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
21,S0182/0023,M,22,III,CIV - 'D' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
22,S0182/0024,M,13,I,CIV - 'B' HIST - 'B' GEO - 'C' E/D/KIISLAMU - 'B' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
23,S0182/0025,M,26,IV,CIV - 'C' HIST - 'D' GEO - 'F' E/D/KIISLAMU - 'D' KISW - 'D' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
24,S0182/0026,M,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'F' KISW - 'D' ENGL - 'C' BIO - 'C' B/MATH - 'D' COMM - 'D' B/KEEPING - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
25,S0182/0027,M,18,II,CIV - 'B' HIST - 'B' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'B' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
26,S0182/0028,M,31,IV,CIV - 'D' HIST - 'D' GEO - 'F' E/D/KIISLAMU - 'F' KISW - 'F' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
27,S0182/0029,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
28,S0182/0030,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'D' PHY - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
29,S0182/0031,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'D' KISW - 'C' ENGL - 'B' BIO - 'C' B/MATH - 'F' COMM - 'C' B/KEEPING - 'C',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
30,S0182/0032,M,22,III,CIV - 'C' HIST - 'C' GEO - 'D' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
31,S0182/0033,M,28,IV,CIV - 'D' HIST - 'C' GEO - 'D' E/D/KIISLAMU - 'F' KISW - 'C' ENGL - 'F' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
32,S0182/0034,M,26,IV,CIV - 'D' HIST - 'D' GEO - 'D' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'D' BIO - 'D' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
33,S0182/0035,M,19,II,CIV - 'C' HIST - 'B' GEO - 'B' E/D/KIISLAMU - 'C' KISW - 'C' ENGL - 'C' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
34,S0182/0036,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' E/D/KIISLAMU - 'C' KISW - 'D' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0182,AL-FAROUQ SEMINARY,DAR ES SALAAM
0,S0183/0001,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
1,S0183/0002,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
2,S0183/0003,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
3,S0183/0004,M,15,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
4,S0183/0005,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
5,S0183/0006,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
6,S0183/0007,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
7,S0183/0008,M,15,I,CIV - 'C' HIST - 'C' GEO - 'B' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
8,S0183/0009,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
9,S0183/0010,M,10,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
10,S0183/0011,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
11,S0183/0012,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
12,S0183/0013,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'B' B/MATH - 'A',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
13,S0183/0014,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'C' CHEM - 'A' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
14,S0183/0015,M,9,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
15,S0183/0016,M,11,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
16,S0183/0017,M,13,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' CHEM - 'A' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
17,S0183/0018,M,10,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
18,S0183/0019,M,10,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
19,S0183/0020,M,17,I,CIV - 'C' HIST - 'C' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
20,S0183/0021,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
21,S0183/0022,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
22,S0183/0023,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
23,S0183/0024,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
24,S0183/0025,M,13,I,CIV - 'C' HIST - 'C' GEO - 'A' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' CHEM - 'A' BIO - 'B' B/MATH - 'D',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
25,S0183/0026,M,14,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'B' B/MATH - 'C',S0183,STELLA MATUTINA LIGHANO SEMINARY,RUVUMA
0,S0184/0001,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' BIO - 'B' B/MATH - 'D',S0184,AGAPE LUTHERAN J SEMINARY,KILIMANJARO
1,S0184/0002,F,22,III,CIV - 'D' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F',S0184,AGAPE LUTHERAN J SEMINARY,KILIMANJARO
2,S0184/0003,F,7,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0184,AGAPE LUTHERAN J SEMINARY,KILIMANJARO
3,S0184/0004,F,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0184,AGAPE LUTHERAN J SEMINARY,KILIMANJARO
