,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
21,S0152/0022,M,20,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
22,S0152/0023,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
23,S0152/0024,M,23,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
24,S0152/0025,M,20,II,CIV - 'C' HIST - 'B' GEO - 'D' KISW - 'A' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
25,S0152/0026,M,7,I,CIV - 'A' HIST - 'A' GEO - 'A' KISW - 'A' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
26,S0152/0027,M,25,III,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
27,S0152/0028,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
28,S0152/0029,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
29,S0152/0030,M,12,I,CIV - 'B' HIST - 'B' GEO - 'B' KISW - 'A' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0152,SHINYANGA,SHINYANGA
30,S0152/0031,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
31,S0152/0032,M,14,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'C' ENGL - 'B' LIT ENG - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
32,S0152/0033,M,18,II,CIV - 'C' HIST - 'A' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
33,S0152/0034,M,9,I,CIV - 'B' HIST - 'A' GEO - 'A' KISW - 'A' ENGL - 'C' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
34,S0152/0035,M,9,I,CIV - 'A' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' LIT ENG - 'B' BIO - 'A' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
35,S0152/0036,M,10,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
36,S0152/0037,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
37,S0152/0038,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
38,S0152/0039,M,15,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
39,S0152/0040,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
40,S0152/0041,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
41,S0152/0042,M,15,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'A' LIT ENG - 'B' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
42,S0152/0043,M,-,ABS,CIV - 'X' HIST - 'X' GEO - 'X' KISW - 'X' ENGL - 'X' LIT ENG - 'X' BIO - 'X' B/MATH - 'X',S0152,SHINYANGA,SHINYANGA
43,S0152/0044,M,16,I,CIV - 'C' HIST - 'A' GEO - 'C' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
44,S0152/0045,M,13,I,CIV - 'C' HIST - 'A' GEO - 'C' KISW - 'A' ENGL - 'B' LIT ENG - 'B' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
45,S0152/0046,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
46,S0152/0048,M,22,III,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'D' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
47,S0152/0049,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
48,S0152/0050,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
49,S0152/0051,M,16,I,CIV - 'C' HIST - 'A' GEO - 'C' KISW - 'A' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
50,S0152/0052,M,34,0,CIV - 'F' HIST - 'F' GEO - 'F' KISW - 'D' ENGL - 'F' LIT ENG - 'F' BIO - 'F' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
51,S0152/0053,M,31,IV,CIV - 'F' HIST - 'D' GEO - 'F' KISW - 'D' ENGL - 'D' LIT ENG - 'F' BIO - 'D' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
52,S0152/0054,M,23,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'B' ENGL - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
53,S0152/0055,M,26,IV,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'D' ENGL - 'D' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
54,S0152/0056,M,33,IV,CIV - 'D' HIST - 'F' GEO - 'F' KISW - 'D' ENGL - 'F' LIT ENG - 'F' BIO - 'F' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
55,S0152/0057,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
56,S0152/0058,M,14,I,CIV - 'B' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'B',S0152,SHINYANGA,SHINYANGA
57,S0152/0059,M,15,I,CIV - 'B' HIST - 'B' GEO - 'A' KISW - 'C' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
58,S0152/0060,M,11,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'B' ENGL - 'A' LIT ENG - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
59,S0152/0061,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
60,S0152/0062,M,17,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
61,S0152/0063,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
62,S0152/0064,M,20,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
63,S0152/0065,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' CHEM - 'D' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
64,S0152/0066,M,7,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' LIT ENG - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
65,S0152/0067,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
66,S0152/0068,M,10,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' LIT ENG - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
67,S0152/0069,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
68,S0152/0070,M,27,IV,CIV - 'D' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' BIO - 'D' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
69,S0152/0071,M,22,III,CIV - 'D' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'D' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
70,S0152/0072,M,13,I,CIV - 'B' HIST - 'A' GEO - 'D' KISW - 'B' ENGL - 'B' LIT ENG - 'B' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
71,S0152/0073,M,27,IV,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'F' PHY - 'F' CHEM - 'D' BIO - 'D' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
72,S0152/0074,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
73,S0152/0075,M,33,IV,CIV - 'F' HIST - 'F' GEO - 'F' KISW - 'C' ENGL - 'F' LIT ENG - 'F' BIO - 'F' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
74,S0152/0076,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
75,S0152/0077,M,20,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
76,S0152/0078,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
77,S0152/0079,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
78,S0152/0080,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
79,S0152/0081,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
80,S0152/0082,M,18,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' BIO - 'A' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
81,S0152/0083,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
82,S0152/0084,M,23,III,CIV - 'C' HIST - 'D' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'D' BIO - 'D' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
83,S0152/0085,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
84,S0152/0086,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
85,S0152/0087,M,13,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'B',S0152,SHINYANGA,SHINYANGA
86,S0152/0088,M,24,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'D' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
87,S0152/0089,M,20,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
88,S0152/0090,M,11,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' LIT ENG - 'C' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
89,S0152/0091,M,18,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
90,S0152/0092,M,20,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
91,S0152/0093,M,-,ABS,CIV - 'X' HIST - 'X' GEO - 'X' KISW - 'X' ENGL - 'X' LIT ENG - 'X' BIO - 'X' B/MATH - 'X',S0152,SHINYANGA,SHINYANGA
92,S0152/0094,M,14,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'A' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
93,S0152/0095,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'D' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
94,S0152/0096,M,14,I,CIV - 'C' HIST - 'A' GEO - 'B' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
95,S0152/0097,M,20,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'F' CHEM - 'C' BIO - 'C' B/MATH - 'F',S0152,SHINYANGA,SHINYANGA
96,S0152/0098,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0152,SHINYANGA,SHINYANGA
97,S0152/0099,M,17,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'C' LIT ENG - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
98,S0152/0100,M,11,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'C' ENGL - 'A' LIT ENG - 'C' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0152,SHINYANGA,SHINYANGA
99,S0152/0101,M,9,I,CIV - 'A' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0152,SHINYANGA,SHINYANGA
100,S0152/0102,M,12,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0152,SHINYANGA,SHINYANGA
101,S0152/0103,M,19,II,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
102,S0152/0104,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0152,SHINYANGA,SHINYANGA
0,S0153/0001,M,8,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' COMP STUD - 'A' B/MATH - 'A',S0153,SONGEA BOYS,RUVUMA
1,S0153/0002,M,7,I,CIV - 'B' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'A' PHY - 'A' CHEM - 'A' BIO - 'A' COMP STUD - 'B' B/MATH - 'A',S0153,SONGEA BOYS,RUVUMA
2,S0153/0003,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' BIO - 'B' COMP STUD - 'C' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
3,S0153/0004,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
4,S0153/0005,M,14,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'B',S0153,SONGEA BOYS,RUVUMA
5,S0153/0006,M,13,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'B' COMP STUD - 'C' B/MATH - 'B',S0153,SONGEA BOYS,RUVUMA
6,S0153/0007,M,25,III,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'B' ENGL - 'D' LIT ENG - 'D' BIO - 'D' B/MATH - 'F',S0153,SONGEA BOYS,RUVUMA
7,S0153/0008,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' LIT ENG - 'C' BIO - 'C' B/MATH - 'F',S0153,SONGEA BOYS,RUVUMA
8,S0153/0009,M,17,I,CIV - 'C' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'C' LIT ENG - 'B' BIO - 'C' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
9,S0153/0010,M,12,I,CIV - 'B' HIST - 'C' GEO - 'B' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0153,SONGEA BOYS,RUVUMA
10,S0153/0011,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' PHY - 'C' CHEM - 'C' BIO - 'C' COMP STUD - 'C' B/MATH - 'C',S0153,SONGEA BOYS,RUVUMA
11,S0153/0012,M,9,I,CIV - 'C' HIST - 'A' GEO - 'B' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' COMP STUD - 'B' B/MATH - 'A',S0153,SONGEA BOYS,RUVUMA
12,S0153/0013,M,24,III,CIV - 'D' HIST - 'D' GEO - 'C' KISW - 'C' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'F',S0153,SONGEA BOYS,RUVUMA
13,S0153/0014,M,12,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' COMP STUD - 'B' B/MATH - 'B',S0153,SONGEA BOYS,RUVUMA
14,S0153/0015,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'D' BIO - 'C' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
15,S0153/0016,M,18,II,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' BIO - 'C' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
16,S0153/0017,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' COMP STUD - 'C' B/MATH - 'F',S0153,SONGEA BOYS,RUVUMA
17,S0153/0018,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'C' B/MATH - 'C',S0153,SONGEA BOYS,RUVUMA
18,S0153/0019,M,16,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0153,SONGEA BOYS,RUVUMA
