,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
55,S0134/0057,M,15,I,CIV - 'C' HIST - 'C' GEO - 'B' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0134,MOSHI,KILIMANJARO
56,S0134/0058,M,12,I,CIV - 'C' HIST - 'B' GEO - 'C' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0134,MOSHI,KILIMANJARO
57,S0134/0059,M,15,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'B',S0134,MOSHI,KILIMANJARO
58,S0134/0060,M,32,IV,CIV - 'F' HIST - 'F' GEO - 'F' KISW - 'C' ENGL - 'F' LIT ENG - 'F' BIO - 'D',S0134,MOSHI,KILIMANJARO
59,S0134/0061,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
60,S0134/0062,M,18,II,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'B' BIO - 'C' B/MATH - 'D' COMM - 'C' B/KEEPING - 'D',S0134,MOSHI,KILIMANJARO
61,S0134/0063,M,26,IV,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' LIT ENG - 'D' BIO - 'D' B/MATH - 'F',S0134,MOSHI,KILIMANJARO
62,S0134/0064,M,21,II,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' PHY - 'F' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
63,S0134/0065,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'F' COMM - 'C' B/KEEPING - 'D',S0134,MOSHI,KILIMANJARO
64,S0134/0066,M,28,IV,CIV - 'D' HIST - 'D' GEO - 'F' KISW - 'D' ENGL - 'D' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0134,MOSHI,KILIMANJARO
65,S0134/0067,M,16,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'A',S0134,MOSHI,KILIMANJARO
66,S0134/0068,M,13,I,CIV - 'B' HIST - 'B' GEO - 'B' KISW - 'B' ENGL - 'B' LIT ENG - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'B',S0134,MOSHI,KILIMANJARO
67,S0134/0069,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'B' LIT ENG - 'C' BIO - 'B' B/MATH - 'D' COMM - 'C' B/KEEPING - 'C',S0134,MOSHI,KILIMANJARO
68,S0134/0070,M,14,I,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'A' BIO - 'B' B/MATH - 'C' COMM - 'B' B/KEEPING - 'B',S0134,MOSHI,KILIMANJARO
69,S0134/0071,M,24,III,CIV - 'D' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' BIO - 'C' B/MATH - 'F' COMM - 'D' B/KEEPING - 'D',S0134,MOSHI,KILIMANJARO
70,S0134/0072,M,19,II,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0134,MOSHI,KILIMANJARO
71,S0134/0073,M,22,III,CIV - 'C' HIST - 'C' GEO - 'D' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
72,S0134/0074,M,18,II,CIV - 'B' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'C' LIT ENG - 'C' BIO - 'B' B/MATH - 'F' COMM - 'C',S0134,MOSHI,KILIMANJARO
73,S0134/0075,M,20,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'D' BIO - 'C' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
74,S0134/0076,M,26,IV,CIV - 'D' HIST - 'D' GEO - 'F' KISW - 'B' ENGL - 'D' PHY - 'F' CHEM - 'D' BIO - 'C' B/MATH - 'F',S0134,MOSHI,KILIMANJARO
75,S0134/0077,M,16,I,CIV - 'B' HIST - 'B' GEO - 'C' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
76,S0134/0078,M,21,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'C' ENGL - 'C' PHY - 'F' CHEM - 'C' BIO - 'C' B/MATH - 'D',S0134,MOSHI,KILIMANJARO
77,S0134/0079,M,26,IV,CIV - 'C' HIST - 'D' GEO - 'D' KISW - 'C' ENGL - 'D' PHY - 'F' CHEM - 'D' BIO - 'D' B/MATH - 'F',S0134,MOSHI,KILIMANJARO
78,S0134/0080,M,19,II,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'A' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'C' B/MATH - 'C',S0134,MOSHI,KILIMANJARO
79,S0134/0081,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' KISW - 'B' ENGL - 'B' LIT ENG - 'B' BIO - 'B' B/MATH - 'F',S0134,MOSHI,KILIMANJARO
0,S0135/0001,F,34,0,CIV - 'D' HIST - 'F' GEO - 'F' KISW - 'F' ENGL - 'F' CHEM - 'F' BIO - 'F' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
1,S0135/0002,F,15,I,CIV - 'C' KISW - 'A' ENGL - 'C' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'B' ELECT ENG SC - 'C' RADIO & TV - 'C' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
2,S0135/0003,F,21,II,CIV - 'C' KISW - 'C' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'D' ELECT INST - 'D' ELECT ENG SC - 'D' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
3,S0135/0004,F,20,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'C' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' ENG SC - 'F' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
4,S0135/0005,F,16,I,CIV - 'B' HIST - 'C' GEO - 'C' PHY EDU - 'C' KISW - 'B' ENGL - 'C' CHEM - 'B' BIO - 'A' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
5,S0135/0006,F,18,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'C' KISW - 'A' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
6,S0135/0007,F,14,I,CIV - 'C' HIST - 'B' GEO - 'C' PHY EDU - 'C' KISW - 'B' ENGL - 'A' CHEM - 'B' BIO - 'A' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
7,S0135/0008,F,23,III,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'F' KISW - 'C' ENGL - 'C' CHEM - 'D' BIO - 'C' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
8,S0135/0009,F,23,III,CIV - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' ENG SC - 'D' B/MATH - 'D' BLD CONSTR - 'F' ARCH DRAUGHT - 'D' BRI & MAS - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
9,S0135/0010,F,12,I,CIV - 'C' HIST - 'C' GEO - 'C' PHY EDU - 'B' KISW - 'A' ENGL - 'B' CHEM - 'A' BIO - 'A' ENG SC - 'C' B/MATH - 'B',S0135,MOSHI TECHNICAL,KILIMANJARO
10,S0135/0011,F,33,IV,CIV - 'F' HIST - 'F' GEO - 'F' KISW - 'F' ENGL - 'D' CHEM - 'F' BIO - 'D' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
11,S0135/0012,F,33,IV,CIV - 'F' HIST - 'F' GEO - 'F' KISW - 'D' ENGL - 'D' CHEM - 'F' BIO - 'F' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
12,S0135/0013,F,18,II,CIV - 'C' KISW - 'B' ENGL - 'B' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'C' ELECT INST - 'C' ELECT ENG SC - 'C' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
13,S0135/0014,F,20,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
14,S0135/0015,F,31,IV,CIV - 'D' HIST - 'F' GEO - 'F' KISW - 'D' ENGL - 'D' CHEM - 'F' BIO - 'D' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
15,S0135/0016,F,17,I,CIV - 'C' HIST - 'C' GEO - 'C' PHY EDU - 'C' KISW - 'A' ENGL - 'C' CHEM - 'C' BIO - 'A' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
16,S0135/0017,F,16,I,CIV - 'C' HIST - 'C' GEO - 'C' PHY EDU - 'D' KISW - 'B' ENGL - 'B' CHEM - 'B' BIO - 'A' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
17,S0135/0018,F,10,I,CIV - 'B' HIST - 'C' GEO - 'C' PHY EDU - 'C' KISW - 'A' ENGL - 'A' CHEM - 'A' BIO - 'A' ENG SC - 'C' B/MATH - 'A',S0135,MOSHI TECHNICAL,KILIMANJARO
18,S0135/0019,F,14,I,CIV - 'C' KISW - 'A' ENGL - 'C' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'A' BLD CONSTR - 'C' ARCH DRAUGHT - 'C' BRI & MAS - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
19,S0135/0020,F,27,IV,CIV - 'D' HIST - 'F' GEO - 'D' PHY EDU - 'F' KISW - 'C' ENGL - 'D' CHEM - 'D' BIO - 'C' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
20,S0135/0021,F,18,II,CIV - 'C' HIST - 'C' GEO - 'C' PHY EDU - 'D' KISW - 'B' ENGL - 'C' CHEM - 'B' BIO - 'B' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
21,S0135/0022,F,16,I,CIV - 'C' KISW - 'A' ENGL - 'C' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'C' BLD CONSTR - 'D' ARCH DRAUGHT - 'C' BRI & MAS - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
22,S0135/0023,F,19,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'C' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
23,S0135/0024,F,17,I,CIV - 'C' KISW - 'B' ENGL - 'A' CHEM - 'C' BIO - 'A' ENG SC - 'F' B/MATH - 'C' BLD CONSTR - 'D' ARCH DRAUGHT - 'D' BRI & MAS - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
24,S0135/0025,F,15,I,CIV - 'C' KISW - 'B' ENGL - 'B' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'C' ELECT INST - 'D' ELECT ENG SC - 'D' ELECT DRAUGHT - 'B',S0135,MOSHI TECHNICAL,KILIMANJARO
25,S0135/0026,F,12,I,CIV - 'C' KISW - 'B' ENGL - 'A' CHEM - 'A' BIO - 'A' ENG SC - 'C' B/MATH - 'A' BLD CONSTR - 'D' ARCH DRAUGHT - 'C' BRI & MAS - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
26,S0135/0027,F,22,III,CIV - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' ENG SC - 'D' B/MATH - 'C' BLD CONSTR - 'F' ARCH DRAUGHT - 'D' BRI & MAS - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
27,S0135/0028,F,23,III,CIV - 'D' HIST - 'C' GEO - 'C' PHY EDU - 'D' KISW - 'C' ENGL - 'D' CHEM - 'C' BIO - 'C' ENG SC - 'F' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
28,S0135/0029,F,17,I,CIV - 'C' KISW - 'B' ENGL - 'C' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'C' ELECT INST - 'C' ELECT ENG SC - 'C' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
29,S0135/0030,F,20,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' ENG SC - 'D' B/MATH - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
30,S0135/0031,F,24,III,CIV - 'C' HIST - 'D' GEO - 'D' PHY EDU - 'F' KISW - 'C' ENGL - 'D' CHEM - 'C' BIO - 'C' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
31,S0135/0032,F,25,III,CIV - 'D' KISW - 'C' ENGL - 'D' CHEM - 'D' BIO - 'C' ENG SC - 'D' B/MATH - 'D' ELECT ENG SC - 'D' RADIO & TV - 'F' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
32,S0135/0033,F,19,II,CIV - 'C' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'C' B/MATH - 'C' ELECT INST - 'C' ELECT ENG SC - 'D' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
33,S0135/0034,F,14,I,CIV - 'B' KISW - 'B' ENGL - 'B' CHEM - 'B' BIO - 'A' ENG SC - 'C' B/MATH - 'B' ELECT INST - 'C' ELECT ENG SC - 'C' ELECT DRAUGHT - 'C',S0135,MOSHI TECHNICAL,KILIMANJARO
34,S0135/0035,F,20,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'C' KISW - 'C' ENGL - 'C' CHEM - 'C' BIO - 'B' ENG SC - 'F' B/MATH - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
35,S0135/0036,F,22,III,CIV - 'D' KISW - 'C' ENGL - 'B' CHEM - 'C' BIO - 'B' ENG SC - 'D' B/MATH - 'D' BLD CONSTR - 'D' ARCH DRAUGHT - 'D' BRI & MAS - 'D',S0135,MOSHI TECHNICAL,KILIMANJARO
36,S0135/0037,F,21,II,CIV - 'C' HIST - 'D' GEO - 'C' PHY EDU - 'D' KISW - 'B' ENGL - 'C' CHEM - 'C' BIO - 'C' ENG SC - 'F' B/MATH - 'F',S0135,MOSHI TECHNICAL,KILIMANJARO
