,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,centre_ref,centre_name,region
42,S0169/0043,M,16,I,CIV - 'C' HIST - 'C' GEO - 'B' KISW - 'B' ENGL - 'C' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'B',S0169,BIHAWANA JUNIOR SEMINARY,DODOMA
0,S0171/0001,M,14,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
1,S0171/0002,M,13,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
2,S0171/0003,M,15,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
3,S0171/0004,M,15,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
4,S0171/0005,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
5,S0171/0006,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
6,S0171/0007,M,9,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
7,S0171/0008,M,14,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
8,S0171/0009,M,11,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
9,S0171/0010,M,10,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
10,S0171/0011,M,14,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
11,S0171/0012,M,14,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
12,S0171/0013,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'C' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
13,S0171/0014,M,14,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
14,S0171/0015,M,10,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
15,S0171/0016,M,14,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
16,S0171/0017,M,15,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
17,S0171/0018,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'A' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
18,S0171/0019,M,15,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'C' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
19,S0171/0020,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
20,S0171/0021,M,15,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
21,S0171/0022,M,7,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
22,S0171/0023,M,11,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
23,S0171/0024,M,12,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
24,S0171/0025,M,10,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
25,S0171/0026,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
26,S0171/0027,M,13,I,CIV - 'C' HIST - 'A' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
27,S0171/0028,M,10,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
28,S0171/0029,M,15,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
29,S0171/0030,M,10,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
30,S0171/0031,M,14,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
31,S0171/0032,M,11,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
32,S0171/0033,M,16,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
33,S0171/0034,M,14,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
34,S0171/0035,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
35,S0171/0036,M,12,I,CIV - 'B' HIST - 'A' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
36,S0171/0037,M,14,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'C' KISW - 'C' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
37,S0171/0038,M,12,I,CIV - 'C' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'C' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
38,S0171/0039,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0171,ARUSHA CATHOLIC SEMINARY,ARUSHA
0,S0172/0001,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'C' BIO - 'B' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
1,S0172/0002,M,9,I,CIV - 'B' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'B' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0172,DON BOSCO SEMINARY,IRINGA
2,S0172/0003,M,16,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'B' CHEM - 'C' BIO - 'B' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
3,S0172/0004,M,12,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
4,S0172/0005,M,11,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
5,S0172/0006,M,11,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0172,DON BOSCO SEMINARY,IRINGA
6,S0172/0007,M,13,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'A' ENGL - 'B' PHY - 'D' CHEM - 'A' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
7,S0172/0008,M,11,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' CHEM - 'C' BIO - 'A' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
8,S0172/0009,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'C' BIO - 'B' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
9,S0172/0010,M,13,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
10,S0172/0011,M,8,I,CIV - 'B' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0172,DON BOSCO SEMINARY,IRINGA
11,S0172/0012,M,11,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
12,S0172/0013,M,18,II,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'B' BIO - 'B' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
13,S0172/0014,M,10,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
14,S0172/0015,M,13,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' CHEM - 'B' BIO - 'A' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
15,S0172/0016,M,9,I,CIV - 'B' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0172,DON BOSCO SEMINARY,IRINGA
16,S0172/0017,M,9,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'A',S0172,DON BOSCO SEMINARY,IRINGA
17,S0172/0018,M,13,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'A' ENGL - 'A' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
18,S0172/0019,M,11,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' BIO - 'A' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
19,S0172/0020,M,12,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' CHEM - 'B' BIO - 'B' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
20,S0172/0021,M,13,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'B' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
21,S0172/0022,M,16,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'C' KISW - 'B' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'A' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
22,S0172/0023,M,17,I,CIV - 'C' HIST - 'C' GEO - 'C' B/KNOWL - 'B' KISW - 'C' ENGL - 'B' PHY - 'D' CHEM - 'B' BIO - 'B' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
23,S0172/0024,M,10,I,CIV - 'B' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'B' ENGL - 'A' PHY - 'C' CHEM - 'B' BIO - 'A' B/MATH - 'A',S0172,DON BOSCO SEMINARY,IRINGA
24,S0172/0025,M,9,I,CIV - 'C' HIST - 'B' GEO - 'B' B/KNOWL - 'A' KISW - 'A' ENGL - 'A' PHY - 'C' CHEM - 'A' BIO - 'A' B/MATH - 'B',S0172,DON BOSCO SEMINARY,IRINGA
25,S0172/0026,M,12,I,CIV - 'B' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'B' ENGL - 'B' CHEM - 'B' BIO - 'A' B/MATH - 'C',S0172,DON BOSCO SEMINARY,IRINGA
26,S0172/0027,M,11,I,CIV - 'B' HIST - 'A' GEO - 'B' B/KNOWL - 'B' KISW - 'B' ENGL - 'A' BIO - 'A' B/MATH - 'D',S0172,DON BOSCO SEMINARY,IRINGA
27,S0172/0028,M,17,I,CIV - 'C' HIST - 'B' GEO - 'C' B/KNOWL - 'A' KISW - 'C' ENGL - 'C' BIO - 'B' B/MATH - 'F',S0172,DON BOSCO SEMINARY,IRINGA
